,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2992,Bachelors,2015,Pune,3,35,Female,No,0,1
3099,Masters,2018,New Delhi,3,40,Male,No,2,1
1093,Masters,2017,Bangalore,3,26,Female,No,4,0
2411,Masters,2017,Pune,2,28,Female,No,2,0
4169,Bachelors,2015,Pune,3,40,Male,Yes,0,0
424,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1169,Bachelors,2015,Bangalore,3,28,Female,No,5,0
3974,Bachelors,2013,Bangalore,3,35,Female,No,5,0
1701,Bachelors,2014,Pune,2,28,Female,No,0,1
4149,Bachelors,2015,Pune,3,32,Female,No,1,0
740,PHD,2012,New Delhi,3,24,Male,No,2,0
3033,Bachelors,2017,New Delhi,2,41,Female,No,3,0
649,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2668,Bachelors,2013,Pune,2,30,Male,No,1,1
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1,0
1592,Bachelors,2014,Pune,2,28,Female,No,3,1
2448,Bachelors,2016,Bangalore,3,30,Male,No,1,1
3218,Bachelors,2012,Pune,2,41,Female,No,1,1
3836,Bachelors,2016,Pune,3,32,Male,No,3,0
4232,Bachelors,2015,New Delhi,3,33,Female,No,5,1
1567,Bachelors,2017,New Delhi,2,25,Female,No,3,0
3242,Bachelors,2014,Bangalore,3,34,Male,No,3,1
3808,Masters,2013,New Delhi,3,41,Female,No,2,0
1118,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1734,Bachelors,2015,Pune,2,26,Female,No,4,1
349,Bachelors,2016,Pune,1,26,Female,No,4,1
4195,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2633,Bachelors,2013,Pune,3,30,Male,No,4,1
130,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1234,Bachelors,2015,Pune,2,24,Female,No,2,1
3952,Bachelors,2012,Bangalore,3,40,Male,No,4,0
3281,Bachelors,2015,New Delhi,3,37,Male,No,4,0
3424,Bachelors,2013,Bangalore,3,39,Male,No,2,0
3817,Bachelors,2012,Pune,3,40,Male,No,3,0
1328,Masters,2017,Bangalore,3,28,Male,No,2,0
645,Masters,2018,New Delhi,3,26,Male,No,4,1
278,Bachelors,2017,New Delhi,3,28,Female,No,3,0
3057,Masters,2015,Pune,2,35,Female,No,1,0
2541,Bachelors,2016,Bangalore,3,27,Male,No,5,1
6,Bachelors,2015,New Delhi,3,38,Male,No,0,0
1738,Bachelors,2017,Bangalore,3,24,Female,No,2,0
285,Masters,2017,New Delhi,2,27,Female,No,5,0
1336,Bachelors,2014,Bangalore,3,25,Male,No,3,1
467,Masters,2018,New Delhi,1,24,Male,Yes,2,1
3712,PHD,2013,New Delhi,3,35,Female,Yes,3,1
1788,Masters,2017,Bangalore,2,27,Female,No,5,1
1464,Bachelors,2017,Bangalore,3,24,Male,No,2,1
3659,Bachelors,2017,Bangalore,3,40,Female,No,2,0
4497,Bachelors,2018,New Delhi,3,36,Female,Yes,2,1
1726,Bachelors,2014,New Delhi,3,24,Female,No,2,0
883,Bachelors,2017,Bangalore,3,28,Male,No,1,0
2908,Bachelors,2014,Bangalore,3,30,Male,No,0,0
4365,PHD,2013,Bangalore,3,26,Male,No,4,0
977,Masters,2015,Pune,1,27,Female,No,5,0
905,Masters,2017,Bangalore,3,28,Male,No,1,1
3935,Bachelors,2017,New Delhi,2,41,Female,No,4,0
1737,PHD,2017,Pune,3,28,Male,No,1,0
674,Bachelors,2016,New Delhi,3,27,Female,Yes,5,0
1275,Masters,2015,New Delhi,2,26,Female,No,4,0
2062,Masters,2013,New Delhi,3,26,Female,No,4,0
2159,Bachelors,2015,Pune,3,28,Female,Yes,1,1
361,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1765,Bachelors,2015,Pune,3,28,Male,No,2,0
638,Bachelors,2018,Bangalore,3,27,Male,No,5,1
2000,Bachelors,2017,New Delhi,3,28,Female,No,1,0
4338,PHD,2015,New Delhi,3,22,Female,No,0,0
4478,Bachelors,2014,Bangalore,3,35,Male,No,1,0
2614,PHD,2013,New Delhi,3,30,Female,No,2,0
3813,Bachelors,2014,New Delhi,3,41,Male,No,5,0
1766,Masters,2017,New Delhi,3,28,Male,No,1,1
2415,Bachelors,2015,Pune,2,27,Female,Yes,5,1
465,Masters,2013,Bangalore,3,28,Female,Yes,2,1
4582,Bachelors,2017,New Delhi,2,33,Male,No,3,0
854,Bachelors,2013,Pune,3,26,Female,Yes,4,0
2230,PHD,2015,Bangalore,3,29,Female,No,1,0
3005,Bachelors,2018,Bangalore,3,35,Female,Yes,5,1
3519,Bachelors,2017,New Delhi,2,37,Female,No,5,0
3577,Bachelors,2015,Bangalore,3,34,Female,Yes,2,0
22,Bachelors,2017,New Delhi,2,36,Male,No,3,0
4594,Bachelors,2013,Bangalore,3,36,Female,No,0,1
2386,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0
979,Bachelors,2016,Bangalore,1,27,Female,No,5,0
2555,Bachelors,2015,Bangalore,3,26,Male,No,4,0
3161,Masters,2017,New Delhi,3,31,Male,No,1,1
3393,Bachelors,2014,Bangalore,3,32,Male,No,5,0
4333,Bachelors,2017,New Delhi,2,39,Female,No,2,0
1684,Bachelors,2012,Bangalore,3,25,Male,No,3,0
334,Bachelors,2015,New Delhi,2,27,Female,No,5,1
3524,Bachelors,2012,Bangalore,3,40,Male,No,1,0
2520,Masters,2014,Bangalore,3,30,Male,No,4,1
2613,Bachelors,2014,Pune,2,29,Female,No,1,1
3919,Bachelors,2015,Bangalore,3,31,Male,No,1,1
2511,Bachelors,2016,Bangalore,3,27,Male,No,5,0
3213,Bachelors,2013,New Delhi,3,37,Female,No,0,0
3194,Bachelors,2013,Pune,2,37,Female,No,0,1
3566,Masters,2017,Bangalore,2,39,Female,No,2,1
2940,Bachelors,2012,Bangalore,3,28,Male,No,0,0
3748,Bachelors,2015,Bangalore,3,37,Female,No,4,0
2176,Masters,2016,New Delhi,3,28,Female,No,2,0
2059,Masters,2017,New Delhi,2,30,Male,No,2,0
1246,Bachelors,2016,Bangalore,3,28,Male,No,5,0
4382,Bachelors,2012,Pune,3,35,Male,No,5,0
1401,Bachelors,2015,New Delhi,3,27,Male,No,5,0
2394,Masters,2017,New Delhi,2,27,Male,No,5,1
3671,Bachelors,2016,Bangalore,3,34,Male,No,3,0
3252,PHD,2018,Bangalore,3,36,Female,No,3,1
3010,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3391,Bachelors,2017,Pune,3,41,Male,No,4,0
2404,Masters,2015,Pune,2,29,Female,No,1,0
3674,Bachelors,2012,Bangalore,3,36,Male,No,5,0
3627,Bachelors,2012,Bangalore,3,40,Male,No,4,0
2603,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1702,Bachelors,2017,New Delhi,3,25,Female,Yes,3,0
3090,Bachelors,2012,Bangalore,3,35,Female,No,1,0
3170,Bachelors,2017,Bangalore,3,35,Female,No,3,0
924,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1
3749,Bachelors,2012,Bangalore,3,33,Male,No,0,0
4522,Bachelors,2012,Bangalore,3,36,Female,No,1,0
1385,Bachelors,2015,Bangalore,3,28,Male,No,5,0
4489,Bachelors,2012,Pune,3,39,Male,No,4,0
3937,Bachelors,2017,New Delhi,3,33,Male,No,5,0
7,Bachelors,2016,Bangalore,3,34,Female,No,2,1
636,Masters,2017,New Delhi,2,24,Female,Yes,2,1
3550,Masters,2017,New Delhi,2,36,Female,No,1,0
176,Bachelors,2012,Bangalore,3,25,Male,No,3,0
3168,Bachelors,2013,Pune,3,40,Female,No,5,1
2698,Bachelors,2014,Bangalore,3,28,Male,No,3,0
1924,Bachelors,2012,Bangalore,3,24,Female,No,2,0
663,Bachelors,2017,New Delhi,2,24,Female,No,2,0
2008,Bachelors,2017,Pune,3,26,Female,No,4,1
1216,Masters,2017,Bangalore,2,28,Male,No,2,0
1205,Bachelors,2017,Pune,3,27,Female,No,5,1
3958,Masters,2016,New Delhi,3,41,Female,No,4,0
4422,Bachelors,2012,Bangalore,3,27,Male,No,5,1
256,Bachelors,2018,Pune,2,24,Female,No,2,1
4143,Masters,2015,Pune,1,23,Female,No,1,0
2624,Bachelors,2012,Bangalore,3,28,Female,No,0,0
4453,Bachelors,2014,Bangalore,3,39,Female,No,5,0
1069,PHD,2015,Pune,1,25,Female,No,3,1
3576,Bachelors,2014,Pune,1,36,Female,No,1,1
4075,Bachelors,2015,Bangalore,3,32,Male,No,1,0
1168,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1416,Masters,2015,Pune,3,25,Male,No,3,1
4244,Bachelors,2013,Bangalore,3,26,Male,No,4,0
3821,PHD,2013,Bangalore,3,41,Male,No,4,0
630,Bachelors,2015,Pune,2,28,Female,No,2,1
842,Bachelors,2013,New Delhi,3,24,Male,No,2,0
2197,Masters,2016,Pune,3,29,Male,No,2,0
3190,Bachelors,2017,Pune,3,37,Male,No,0,0
3271,Bachelors,2017,Bangalore,3,41,Male,No,1,0
1428,Bachelors,2018,New Delhi,3,28,Female,No,5,1
3326,Bachelors,2017,Pune,2,33,Female,No,2,1
2205,Bachelors,2014,Bangalore,3,29,Male,No,1,1
4107,Bachelors,2015,Bangalore,3,28,Male,No,0,1
1629,Bachelors,2015,Pune,3,25,Male,No,3,0
3268,Bachelors,2014,New Delhi,3,38,Female,No,5,0
2637,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2402,Masters,2015,Pune,2,30,Female,No,2,1
742,Masters,2014,New Delhi,3,27,Male,No,5,0
3439,Bachelors,2012,Bangalore,3,37,Male,No,3,0
4437,Bachelors,2013,Bangalore,3,39,Male,No,5,1
1954,Bachelors,2015,New Delhi,2,28,Female,No,1,1
4624,Bachelors,2017,Bangalore,3,38,Male,No,3,0
2284,Bachelors,2015,Pune,3,26,Female,Yes,4,1
4186,Bachelors,2014,New Delhi,3,29,Female,No,2,1
4521,Bachelors,2013,Pune,2,37,Female,No,0,1
2352,Bachelors,2013,Bangalore,3,27,Female,No,5,0
991,Bachelors,2014,New Delhi,3,24,Female,No,2,0
72,Bachelors,2014,Pune,3,25,Female,No,3,0
3675,Bachelors,2014,Pune,2,40,Female,No,3,1
1631,Masters,2015,Pune,2,27,Female,No,5,0
2818,Bachelors,2015,Pune,2,29,Female,No,4,1
4391,Bachelors,2017,Bangalore,3,38,Male,No,3,0
2163,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2057,Masters,2017,New Delhi,2,30,Male,No,2,0
3505,Bachelors,2015,Bangalore,3,39,Male,No,5,1
4371,Bachelors,2016,Pune,3,27,Male,No,5,0
2730,Bachelors,2012,Bangalore,3,28,Male,No,0,1
2827,Bachelors,2012,New Delhi,3,27,Female,No,5,0
1551,Bachelors,2012,Bangalore,3,26,Male,No,4,0
4154,PHD,2016,New Delhi,3,22,Male,No,0,0
960,Bachelors,2017,Pune,3,24,Male,No,2,0
3121,Bachelors,2017,New Delhi,2,36,Female,No,5,0
3055,Bachelors,2012,Bangalore,3,41,Male,No,3,0
4047,Bachelors,2013,Bangalore,3,30,Female,No,5,0
3128,Bachelors,2014,Bangalore,3,39,Male,Yes,1,0
1667,Masters,2017,Pune,2,27,Male,No,5,0
3338,Bachelors,2014,Pune,3,37,Male,No,1,0
2422,Masters,2016,Pune,1,27,Female,No,5,0
1601,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1907,Bachelors,2015,New Delhi,3,28,Female,No,2,0
1249,Bachelors,2015,Pune,2,26,Female,Yes,4,1
1267,Bachelors,2015,Pune,2,28,Female,Yes,2,1
2931,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2929,Bachelors,2013,Bangalore,3,27,Female,Yes,5,0
2041,Masters,2017,New Delhi,2,29,Female,No,2,0
1837,Bachelors,2017,New Delhi,3,24,Female,No,2,0
659,Bachelors,2017,Bangalore,3,25,Male,No,3,0
3381,Bachelors,2015,Bangalore,3,37,Female,No,0,0
4325,Bachelors,2015,Bangalore,3,22,Male,Yes,0,0
2745,Bachelors,2017,New Delhi,2,26,Male,No,4,0
2432,Bachelors,2016,New Delhi,3,29,Female,Yes,2,0
1773,Bachelors,2013,Pune,3,26,Male,No,4,0
4268,Bachelors,2016,New Delhi,3,39,Female,No,0,0
3315,Bachelors,2015,Bangalore,3,39,Female,No,3,1
695,Bachelors,2015,Pune,2,27,Female,No,5,1
2423,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2785,Masters,2014,New Delhi,3,28,Female,No,3,0
2922,Bachelors,2017,Bangalore,3,26,Male,No,4,0
3514,Bachelors,2015,Bangalore,3,39,Male,No,5,0
3928,PHD,2018,New Delhi,3,33,Female,No,0,1
4354,Masters,2017,Pune,2,27,Male,No,5,0
2238,Bachelors,2013,New Delhi,3,27,Male,No,5,0
2854,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
1386,Bachelors,2015,Bangalore,3,26,Female,No,4,0
37,Bachelors,2018,New Delhi,2,34,Female,No,0,1
4215,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1962,Bachelors,2013,Bangalore,3,24,Male,No,2,0
3973,Masters,2016,New Delhi,1,31,Female,No,5,1
1450,Bachelors,2018,Bangalore,3,24,Male,No,2,1
3232,Bachelors,2016,Bangalore,3,36,Female,No,0,0
1350,Bachelors,2012,Bangalore,3,26,Female,No,4,0
3432,Masters,2017,New Delhi,2,36,Male,Yes,2,0
1306,Bachelors,2017,Bangalore,3,25,Male,No,3,0
2606,Masters,2015,New Delhi,3,29,Male,No,2,0
2889,Bachelors,2016,Bangalore,3,30,Male,No,1,1
537,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
2426,Bachelors,2013,New Delhi,3,26,Male,No,4,0
877,Masters,2012,Pune,3,27,Male,No,5,1
4573,Bachelors,2015,Bangalore,3,32,Female,No,4,0
2064,Masters,2017,New Delhi,2,27,Female,No,5,1
2484,Bachelors,2016,Bangalore,3,26,Male,No,4,0
3112,Bachelors,2016,Pune,3,39,Male,No,5,0
2980,Bachelors,2018,New Delhi,3,30,Female,Yes,3,1
1031,Masters,2017,Pune,2,25,Female,No,3,1
1806,Bachelors,2014,Bangalore,3,28,Male,No,3,0
2729,Bachelors,2018,Bangalore,2,28,Female,No,3,1
3354,Bachelors,2014,Bangalore,3,31,Male,No,0,1
1341,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2350,Bachelors,2016,New Delhi,3,28,Female,No,2,0
231,PHD,2015,New Delhi,2,25,Female,No,3,0
1173,Bachelors,2012,Bangalore,3,27,Female,No,5,0
3023,Bachelors,2014,Bangalore,3,36,Male,No,1,0
1074,Bachelors,2015,Bangalore,2,25,Female,No,3,1
2270,Bachelors,2014,Bangalore,3,29,Female,No,1,0
2794,Bachelors,2013,Pune,2,26,Male,Yes,4,0
3849,Bachelors,2014,Bangalore,3,39,Female,No,4,0
3989,Bachelors,2015,Pune,2,41,Female,No,7,0
3685,Bachelors,2017,New Delhi,3,34,Male,No,3,0
2531,Bachelors,2014,Pune,3,26,Female,No,4,1
825,Bachelors,2012,Bangalore,3,27,Female,No,5,0
3997,Bachelors,2014,Bangalore,3,37,Female,No,1,0
3154,Masters,2015,New Delhi,3,37,Male,No,2,1
3733,Bachelors,2015,Bangalore,3,32,Female,No,5,0
323,Bachelors,2013,Bangalore,3,26,Male,No,4,0
556,Bachelors,2012,Bangalore,3,24,Male,No,2,0
60,Masters,2013,New Delhi,3,29,Male,No,3,0
2996,PHD,2012,New Delhi,3,37,Female,No,5,0
2914,Bachelors,2017,Bangalore,3,29,Male,No,0,0
242,Bachelors,2013,Pune,2,28,Female,No,3,1
516,Bachelors,2012,Bangalore,3,25,Female,No,3,0
2725,Bachelors,2012,Pune,2,29,Female,No,2,1
222,Bachelors,2018,Bangalore,3,28,Female,No,2,1
1153,Bachelors,2015,Pune,3,24,Female,No,2,1
57,Masters,2014,Pune,3,39,Female,No,2,0
3327,Bachelors,2016,Bangalore,3,39,Female,No,5,0
3416,Bachelors,2012,Bangalore,3,38,Female,No,4,1
1838,PHD,2014,Pune,3,24,Male,No,2,0
887,Bachelors,2017,Bangalore,1,27,Male,No,5,0
1543,Bachelors,2015,New Delhi,3,24,Female,No,2,0
871,Masters,2014,Bangalore,3,27,Male,No,5,1
4491,Bachelors,2015,Bangalore,3,22,Male,No,0,1
1929,Bachelors,2016,Bangalore,3,26,Male,No,4,0
145,Masters,2015,Pune,2,28,Female,No,3,0
2049,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1404,Masters,2017,New Delhi,2,26,Male,No,4,0
1617,PHD,2018,Pune,3,26,Male,No,4,1
3532,Bachelors,2014,Bangalore,3,38,Male,No,3,0
3339,Masters,2014,New Delhi,3,37,Male,No,2,0
271,Masters,2017,New Delhi,2,28,Female,No,2,0
420,Bachelors,2013,New Delhi,3,27,Female,Yes,5,0
647,Bachelors,2017,New Delhi,2,28,Male,No,3,0
1640,Bachelors,2018,Pune,3,28,Male,No,2,1
1442,Bachelors,2013,Pune,3,24,Male,No,2,0
2344,Bachelors,2012,Bangalore,3,30,Female,No,2,0
3845,Bachelors,2017,Pune,3,31,Male,No,3,0
71,Masters,2017,Bangalore,3,31,Male,No,4,0
1975,Bachelors,2016,New Delhi,3,24,Male,Yes,2,0
2528,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2525,Masters,2017,New Delhi,2,29,Male,No,2,0
4308,Bachelors,2015,Bangalore,3,23,Male,Yes,1,0
1415,Masters,2015,Pune,2,26,Female,Yes,4,1
2381,Bachelors,2015,Pune,2,29,Female,No,2,1
2938,Masters,2014,New Delhi,3,28,Female,No,2,0
586,PHD,2018,Bangalore,3,26,Male,No,4,1
4053,Bachelors,2013,Pune,3,25,Female,Yes,3,1
4388,Bachelors,2016,Pune,3,40,Male,No,2,0
2851,Masters,2018,New Delhi,3,26,Female,No,4,1
3504,Masters,2017,Bangalore,2,40,Female,Yes,2,0
1134,Bachelors,2014,Pune,3,27,Male,No,5,1
4146,Masters,2017,New Delhi,3,35,Female,No,2,0
2265,Bachelors,2018,Bangalore,3,29,Female,Yes,2,1
3589,Bachelors,2016,Bangalore,3,37,Female,No,1,0
921,Bachelors,2015,Pune,3,28,Male,No,1,0
3834,Bachelors,2017,Bangalore,3,33,Female,No,4,1
2358,Masters,2014,New Delhi,1,29,Male,No,1,0
2518,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2688,Bachelors,2014,Bangalore,3,29,Male,No,4,0
1273,Masters,2013,New Delhi,3,28,Male,No,2,1
1842,PHD,2016,New Delhi,3,27,Female,No,5,0
1579,Bachelors,2017,Bangalore,3,24,Male,No,2,0
4172,Bachelors,2016,Pune,3,25,Male,No,3,0
3981,Bachelors,2013,Bangalore,3,34,Male,No,6,0
1952,PHD,2017,New Delhi,3,24,Male,No,2,0
765,Bachelors,2013,New Delhi,1,24,Female,No,2,1
4534,Bachelors,2012,Bangalore,3,24,Male,No,2,0
111,Bachelors,2017,Pune,2,27,Female,No,5,1
1905,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1030,Bachelors,2015,Bangalore,3,24,Male,Yes,2,1
2796,PHD,2018,New Delhi,2,30,Female,No,4,1
2873,PHD,2016,Bangalore,3,30,Female,No,5,0
2933,Bachelors,2017,Bangalore,3,27,Male,No,5,0
3220,Masters,2017,Pune,2,39,Female,No,2,0
4290,Masters,2017,New Delhi,2,31,Male,No,4,0
2178,Bachelors,2012,Bangalore,3,28,Female,No,1,0
2322,Masters,2017,New Delhi,2,26,Male,No,4,1
1659,PHD,2016,New Delhi,1,26,Male,No,4,0
1269,Bachelors,2015,Bangalore,3,26,Male,No,4,0
66,PHD,2013,Bangalore,3,26,Male,No,4,0
2684,Bachelors,2013,New Delhi,3,29,Female,No,2,0
2946,Bachelors,2016,Pune,3,26,Female,No,4,1
4016,Bachelors,2016,Bangalore,3,36,Female,No,2,0
1546,Bachelors,2018,Pune,3,24,Male,Yes,2,1
785,Bachelors,2017,Bangalore,3,25,Male,No,3,1
2886,Masters,2017,New Delhi,2,27,Female,No,5,0
1595,Bachelors,2017,Bangalore,3,24,Male,No,2,0
127,Bachelors,2015,Pune,3,27,Male,No,5,0
750,Bachelors,2012,Pune,2,26,Male,No,4,0
4383,Bachelors,2014,New Delhi,3,30,Female,No,3,0
1440,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1893,Bachelors,2017,Pune,3,28,Male,No,2,0
993,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4511,Bachelors,2013,Pune,2,38,Male,No,0,1
4386,Masters,2017,Bangalore,3,36,Male,No,4,1
4110,Bachelors,2017,Bangalore,3,37,Male,No,2,0
264,Bachelors,2016,Bangalore,3,26,Male,No,4,0
470,Masters,2018,New Delhi,3,28,Male,Yes,2,1
1574,Bachelors,2017,Bangalore,3,28,Male,No,3,0
540,Bachelors,2016,Bangalore,3,25,Male,No,3,0
2005,Bachelors,2017,Pune,3,26,Female,No,4,1
1366,Bachelors,2018,New Delhi,3,28,Female,No,0,1
2645,Bachelors,2014,New Delhi,3,27,Female,No,5,1
2937,Masters,2017,Bangalore,2,27,Male,No,5,1
3694,Bachelors,2015,Pune,3,31,Male,No,1,0
399,Masters,2017,New Delhi,3,26,Male,Yes,4,1
3358,Bachelors,2018,Bangalore,1,36,Male,Yes,1,0
1782,Bachelors,2014,Pune,3,26,Male,No,4,0
3133,Bachelors,2014,Pune,2,35,Male,No,2,1
1215,Bachelors,2016,Pune,2,27,Female,No,5,1
2150,Bachelors,2016,Bangalore,3,29,Male,No,2,0
405,Bachelors,2015,Bangalore,3,24,Male,No,2,0
1281,Bachelors,2017,New Delhi,2,28,Male,No,0,0
2177,Bachelors,2016,Bangalore,3,26,Male,No,4,0
981,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
4004,Bachelors,2015,Bangalore,3,34,Male,No,4,0
4337,Bachelors,2018,Bangalore,3,36,Female,Yes,1,1
2349,PHD,2016,Bangalore,3,27,Male,No,5,0
2031,Bachelors,2015,Bangalore,3,27,Female,No,5,1
2133,Bachelors,2015,Pune,2,27,Female,Yes,5,1
1652,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
3264,Masters,2016,New Delhi,3,33,Female,No,1,0
1656,Bachelors,2014,Bangalore,3,26,Male,No,4,1
1767,Bachelors,2017,New Delhi,2,27,Female,No,5,0
2104,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2100,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1777,Bachelors,2016,Bangalore,3,27,Male,No,5,0
197,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1018,Bachelors,2014,New Delhi,3,27,Female,No,5,1
2252,Masters,2017,New Delhi,2,30,Female,No,2,0
953,Bachelors,2015,Pune,2,27,Female,No,5,1
2665,Bachelors,2017,Pune,3,30,Male,No,5,0
225,Bachelors,2013,Pune,3,28,Male,No,2,0
235,Bachelors,2015,Bangalore,3,24,Male,No,2,0
1219,Bachelors,2018,Bangalore,3,24,Male,No,2,1
2220,Masters,2018,New Delhi,3,30,Female,No,2,1
3425,Bachelors,2012,Bangalore,3,31,Male,Yes,0,1
3127,Masters,2013,New Delhi,2,33,Female,No,2,1
180,Masters,2017,New Delhi,3,27,Male,No,5,1
3734,Bachelors,2017,New Delhi,2,38,Male,No,0,0
3306,Bachelors,2013,Bangalore,3,31,Male,No,2,0
1100,Bachelors,2017,New Delhi,3,26,Female,No,4,0
4451,Bachelors,2015,New Delhi,3,26,Male,No,4,0
3147,Masters,2017,New Delhi,2,38,Female,No,2,1
520,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2099,Masters,2017,Pune,2,26,Male,No,4,1
4635,Bachelors,2014,Bangalore,3,22,Female,No,0,0
2879,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
78,Bachelors,2012,Bangalore,3,39,Male,No,1,0
3873,Bachelors,2015,Bangalore,1,41,Male,No,1,0
4524,Bachelors,2017,New Delhi,2,30,Male,No,5,0
1104,Masters,2017,New Delhi,3,25,Female,No,3,1
86,Bachelors,2017,Pune,2,27,Female,No,5,1
3347,Bachelors,2017,Pune,3,40,Female,No,1,1
2893,Masters,2018,Pune,3,29,Male,No,2,1
140,Masters,2013,New Delhi,3,27,Male,No,5,1
1473,Bachelors,2015,Bangalore,2,28,Female,No,3,1
650,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1261,Bachelors,2017,Bangalore,3,25,Male,No,3,0
3410,Bachelors,2017,Bangalore,3,34,Male,No,0,0
4178,Bachelors,2017,Bangalore,3,40,Male,No,0,0
2539,Bachelors,2015,Pune,2,28,Female,No,2,1
3572,Bachelors,2016,Bangalore,3,32,Male,No,4,0
2792,Bachelors,2015,Pune,3,27,Male,No,5,0
1393,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2901,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
2534,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2026,Bachelors,2017,Pune,2,26,Female,No,4,1
1262,Masters,2017,New Delhi,2,26,Female,No,4,0
245,Bachelors,2014,Pune,2,24,Female,No,2,1
3375,Bachelors,2015,Pune,2,32,Female,No,3,1
1856,Masters,2017,Bangalore,3,26,Female,No,4,0
4214,Masters,2017,New Delhi,2,23,Male,No,1,1
3868,Bachelors,2017,Bangalore,3,31,Male,Yes,2,0
1414,Bachelors,2015,Bangalore,3,26,Male,No,4,1
4284,Bachelors,2015,Pune,2,22,Female,No,0,1
3917,Bachelors,2017,Bangalore,3,35,Male,No,1,0
1115,Bachelors,2015,Bangalore,3,28,Female,No,3,0
3819,Bachelors,2018,Pune,3,38,Male,No,3,1
1642,Bachelors,2013,New Delhi,3,26,Male,No,4,0
3079,Bachelors,2012,Bangalore,3,37,Female,No,5,1
3417,Bachelors,2013,Bangalore,3,35,Male,No,3,1
4011,Bachelors,2013,Bangalore,3,23,Male,Yes,1,1
4164,Masters,2017,New Delhi,2,23,Female,No,1,1
1478,Bachelors,2014,Bangalore,3,27,Female,No,5,0
442,Bachelors,2016,Pune,3,27,Male,Yes,5,0
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
2680,Bachelors,2014,New Delhi,3,29,Male,No,4,0
3994,Bachelors,2017,New Delhi,3,25,Female,No,3,0
3260,Masters,2017,New Delhi,2,35,Female,No,2,0
1297,Bachelors,2015,Bangalore,3,28,Male,No,0,0
20,Bachelors,2012,Bangalore,3,37,Male,No,0,0
920,PHD,2018,New Delhi,3,24,Female,No,2,1
4057,Masters,2018,Bangalore,3,30,Male,Yes,2,1
24,Bachelors,2017,Bangalore,3,29,Male,No,4,0
774,Masters,2013,New Delhi,3,25,Female,No,3,1
3246,Masters,2018,Bangalore,3,31,Male,No,2,1
1270,Bachelors,2014,Bangalore,3,25,Male,No,3,0
2977,Masters,2013,Pune,1,30,Male,No,1,0
4563,Bachelors,2017,Bangalore,3,23,Male,No,1,0
3069,Bachelors,2016,Bangalore,3,33,Male,No,1,1
345,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1081,Bachelors,2012,Bangalore,3,25,Male,No,3,0
2137,Bachelors,2015,Pune,2,26,Female,No,4,1
2186,Masters,2018,Bangalore,3,28,Female,No,2,1
4443,Bachelors,2012,Bangalore,3,23,Male,No,1,0
2902,Bachelors,2018,Bangalore,3,29,Female,No,3,1
1588,Bachelors,2017,New Delhi,2,26,Male,No,4,0
897,Masters,2017,New Delhi,2,26,Female,No,4,1
624,Masters,2017,Bangalore,3,27,Male,No,5,1
3629,Bachelors,2015,Bangalore,3,34,Male,No,0,0
2493,Bachelors,2017,Bangalore,3,26,Female,No,4,1
1250,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
3553,Bachelors,2015,New Delhi,3,33,Male,No,1,0
